Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00  264449/267522      std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::end() [118]
[117]    0.0    0.00    0.00  267522         __gnu_cxx::__normal_iterator<std::vector<char, std::allocator<char> >*, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > >::__normal_iterator(std::vector<char, std::allocator<char> >* const&) [117]
-----------------------------------------------
                0.00    0.00     257/264449      inicializar_poblacion(int, int, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >&) [63]
                0.00    0.00    1024/264449      std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::operator=(std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > const&) [22]
                0.00    0.00  263168/264449      mutacion(std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >&) [2]
[118]    0.0    0.00    0.00  264449         std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::end() [118]
                0.00    0.00  264449/267522      __gnu_cxx::__normal_iterator<std::vector<char, std::allocator<char> >*, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > >::__normal_iterator(std::vector<char, std::allocator<char> >* const&) [117]
-----------------------------------------------
                0.00    0.00  263683/263683      std::_Vector_base<char, std::allocator<char> >::~_Vector_base() [36]
[119]    0.0    0.00    0.00  263683         std::_Vector_base<char, std::allocator<char> >::_Vector_impl::~_Vector_impl() [119]
-----------------------------------------------
                0.00    0.00      18/262684      std::vector<char, std::allocator<char> >::max_size() const [644]
                0.00    0.00  262666/262684      __gnu_cxx::new_allocator<char>::allocate(unsigned int, void const*) [123]
[120]    0.0    0.00    0.00  262684         __gnu_cxx::new_allocator<char>::max_size() const [120]
-----------------------------------------------
                0.00    0.00      18/262674      std::vector<char, std::allocator<char> >::max_size() const [644]
                0.00    0.00  262656/262674      std::vector<char, std::allocator<char> >::vector(std::vector<char, std::allocator<char> > const&) [21]
[121]    0.0    0.00    0.00  262674         std::_Vector_base<char, std::allocator<char> >::_M_get_Tp_allocator() const [121]
-----------------------------------------------
                0.00    0.00  262666/262666      std::_Vector_base<char, std::allocator<char> >::_M_deallocate(char*, unsigned int) [106]
[122]    0.0    0.00    0.00  262666         __gnu_cxx::new_allocator<char>::deallocate(char*, unsigned int) [122]
-----------------------------------------------
                0.00    0.00  262666/262666      std::_Vector_base<char, std::allocator<char> >::_M_allocate(unsigned int) [112]
[123]    0.0    0.00    0.00  262666         __gnu_cxx::new_allocator<char>::allocate(unsigned int, void const*) [123]
                0.00    0.00  262666/262684      __gnu_cxx::new_allocator<char>::max_size() const [120]
-----------------------------------------------
                0.00    0.00       1/262658      std::_Vector_base<char, std::allocator<char> >::_Vector_base(std::allocator<char> const&) [741]
                0.00    0.00  262657/262658      std::_Vector_base<char, std::allocator<char> >::_Vector_base(unsigned int, std::allocator<char> const&) [38]
[124]    0.0    0.00    0.00  262658         std::_Vector_base<char, std::allocator<char> >::_Vector_impl::_Vector_impl(std::allocator<char> const&) [124]
-----------------------------------------------
                0.00    0.00     256/262400      inicializar_poblacion(int, int, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >&) [63]
                0.00    0.00  262144/262400      mutacion(std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >&) [2]
[125]    0.0    0.00    0.00  262400         __gnu_cxx::__normal_iterator<std::vector<char, std::allocator<char> >*, std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > > >::operator++() [125]
-----------------------------------------------
                0.00    0.00  262400/262400      void std::__uninitialized_fill_n<false>::__uninit_fill_n<std::pair<int, int>*, unsigned int, std::pair<int, int> >(std::pair<int, int>*, unsigned int, std::pair<int, int> const&) [565]
[126]    0.0    0.00    0.00  262400         void std::_Construct<std::pair<int, int>, std::pair<int, int> >(std::pair<int, int>*, std::pair<int, int> const&) [126]
                0.00    0.00  262400/557018      operator new(unsigned int, void*) [104]
-----------------------------------------------
                0.00    0.00  262400/262400      void std::__uninitialized_fill_n<false>::__uninit_fill_n<std::pair<int, int>*, unsigned int, std::pair<int, int> >(std::pair<int, int>*, unsigned int, std::pair<int, int> const&) [565]
[127]    0.0    0.00    0.00  262400         std::pair<int, int>* std::__addressof<std::pair<int, int> >(std::pair<int, int>&) [127]
-----------------------------------------------
                0.00    0.00  262144/262144      calculo_fitness(std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >&) [3]
[128]    0.0    0.00    0.00  262144         std::pair<int, int>::pair<int, long>(std::pair<int, long> const&) [128]
-----------------------------------------------
                0.00    0.00  262144/262144      std::pair<int, long> std::make_pair<int, long>(int, long) [130]
[129]    0.0    0.00    0.00  262144         std::pair<int, long>::pair(int const&, long const&) [129]
-----------------------------------------------
                0.00    0.00  262144/262144      calculo_fitness(std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >&) [3]
[130]    0.0    0.00    0.00  262144         std::pair<int, long> std::make_pair<int, long>(int, long) [130]
                0.00    0.00  262144/262144      std::pair<int, long>::pair(int const&, long const&) [129]
-----------------------------------------------
                0.00    0.00  261888/261888      void std::_Destroy<__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >) [132]
[131]    0.0    0.00    0.00  261888         void std::_Destroy_aux<true>::__destroy<__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >) [131]
-----------------------------------------------
                0.00    0.00  261888/261888      void std::_Destroy<__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, char>(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, std::allocator<char>&) [133]
[132]    0.0    0.00    0.00  261888         void std::_Destroy<__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >) [132]
                0.00    0.00  261888/261888      void std::_Destroy_aux<true>::__destroy<__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >) [131]
-----------------------------------------------
                0.00    0.00  261888/261888      std::vector<char, std::allocator<char> >::operator=(std::vector<char, std::allocator<char> > const&) [13]
[133]    0.0    0.00    0.00  261888         void std::_Destroy<__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, char>(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, std::allocator<char>&) [133]
                0.00    0.00  261888/261888      void std::_Destroy<__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >) [132]
-----------------------------------------------
                0.00    0.00   12299/251619      boost::property_tree::string_path<std::string, boost::property_tree::id_translator<std::string> >::reduce() [246]
                0.00    0.00  239320/251619      __gnu_cxx::__normal_iterator<char*, std::string> std::__find<__gnu_cxx::__normal_iterator<char*, std::string>, char>(__gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__normal_iterator<char*, std::string>, char const&, std::random_access_iterator_tag) [256]
[134]    0.0    0.00    0.00  251619         __gnu_cxx::__normal_iterator<char*, std::string>::operator++() [134]
-----------------------------------------------
                0.00    0.00  251619/251619      __gnu_cxx::__normal_iterator<char*, std::string> std::__find<__gnu_cxx::__normal_iterator<char*, std::string>, char>(__gnu_cxx::__normal_iterator<char*, std::string>, __gnu_cxx::__normal_iterator<char*, std::string>, char const&, std::random_access_iterator_tag) [256]
[135]    0.0    0.00    0.00  251619         __gnu_cxx::__normal_iterator<char*, std::string>::operator*() const [135]
-----------------------------------------------
                0.00    0.00   19480/231715      __gnu_cxx::__normal_iterator<char const*, std::string>::__normal_iterator<char*>(__gnu_cxx::__normal_iterator<char*, __gnu_cxx::__enable_if<std::__are_same<char*, char*>::__value, std::string>::__type> const&) [264]
                0.00    0.00   43060/231715      bool __gnu_cxx::operator==<char*, std::string>(__gnu_cxx::__normal_iterator<char*, std::string> const&, __gnu_cxx::__normal_iterator<char*, std::string> const&) [248]
                0.00    0.00   64593/231715      bool __gnu_cxx::operator==<char*, char const*, std::string>(__gnu_cxx::__normal_iterator<char*, std::string> const&, __gnu_cxx::__normal_iterator<char const*, std::string> const&) [158]
                0.00    0.00  104582/231715      __gnu_cxx::__normal_iterator<char*, std::string>::difference_type __gnu_cxx::operator-<char*, std::string>(__gnu_cxx::__normal_iterator<char*, std::string> const&, __gnu_cxx::__normal_iterator<char*, std::string> const&) [164]
[136]    0.0    0.00    0.00  231715         __gnu_cxx::__normal_iterator<char*, std::string>::base() const [136]
-----------------------------------------------
                0.00    0.00   18448/173205      bool __gnu_cxx::operator==<char const*, std::string>(__gnu_cxx::__normal_iterator<char const*, std::string> const&, __gnu_cxx::__normal_iterator<char const*, std::string> const&) [331]
                0.00    0.00   45052/173205      bool __gnu_cxx::operator!=<char const*, std::string>(__gnu_cxx::__normal_iterator<char const*, std::string> const&, __gnu_cxx::__normal_iterator<char const*, std::string> const&) [243]
                0.00    0.00   45112/173205      __gnu_cxx::__normal_iterator<char const*, std::string>::difference_type __gnu_cxx::operator-<char const*, std::string>(__gnu_cxx::__normal_iterator<char const*, std::string> const&, __gnu_cxx::__normal_iterator<char const*, std::string> const&) [242]
                0.00    0.00   64593/173205      bool __gnu_cxx::operator==<char*, char const*, std::string>(__gnu_cxx::__normal_iterator<char*, std::string> const&, __gnu_cxx::__normal_iterator<char const*, std::string> const&) [158]
[137]    0.0    0.00    0.00  173205         __gnu_cxx::__normal_iterator<char const*, std::string>::base() const [137]
-----------------------------------------------
                0.00    0.00    4105/172576      boost::multi_index::detail::index_base<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, boost::multi_index::indexed_by<boost::multi_index::sequenced<boost::multi_index::tag<mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na> >, boost::multi_index::ordered_non_unique<boost::multi_index::tag<boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> >::subs::by_name, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na>, boost::multi_index::member<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::string const, &std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >::first>, std::less<std::string> >, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na>, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > >::delete_node_(boost::multi_index::detail::index_node_base<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > >*) <cycle 1> [402]
                0.00    0.00    4105/172576      boost::multi_index::detail::index_base<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, boost::multi_index::indexed_by<boost::multi_index::sequenced<boost::multi_index::tag<mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na> >, boost::multi_index::ordered_non_unique<boost::multi_index::tag<boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> >::subs::by_name, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na>, boost::multi_index::member<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::string const, &std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >::first>, std::less<std::string> >, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na>, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > >::insert_(std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const&, boost::multi_index::detail::index_node_base<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > >*, boost::multi_index::detail::lvalue_tag) [405]
